Wall time,Step,Value
1713535896.006379,2048,0.4830000102519989
1713535897.223569,4096,0.48100000619888306
1713535898.320731,6144,0.43700000643730164
1713535899.403469,8192,0.29600000381469727
1713535900.480798,10240,0.3449999988079071
1713535901.674932,12288,0.3569999933242798
1713535902.6982222,14336,0.30799999833106995
1713535903.758982,16384,0.22599999606609344
1713535904.8718169,18432,0.20600000023841858
1713535905.949586,20480,0.3409999907016754
1713535907.002078,22528,0.19300000369548798
1713535908.004093,24576,0.3409999907016754
1713535909.074068,26624,0.20900000631809235
1713535910.13968,28672,0.20100000500679016
1713535911.2232661,30720,0.1809999942779541
1713535912.635629,32768,0.25
1713535913.624445,34816,0.3140000104904175
1713535914.7007732,36864,0.15299999713897705
1713535915.791488,38912,0.2770000100135803
1713535916.8845,40960,0.3919999897480011
1713535917.940852,43008,0.26899999380111694
1713535918.933246,45056,0.25099998712539673
1713535920.0105338,47104,0.27399998903274536
1713535921.143106,49152,0.20000000298023224
1713535922.213248,51200,0.31700000166893005
1713535923.3048031,53248,0.49300000071525574
1713535924.359879,55296,0.08500000089406967
1713535925.351732,57344,0.527999997138977
1713535926.419942,59392,0.30000001192092896
1713535927.505644,61440,0.49000000953674316
1713535928.507145,63488,0.5450000166893005
1713535929.568345,65536,0.3779999911785126
1713535930.647718,67584,0.30799999833106995
1713535931.688111,69632,0.10100000351667404
1713535932.692294,71680,0.054999999701976776
1713535933.7787871,73728,0.40700000524520874
1713535934.84498,75776,0.289000004529953
1713535935.9496598,77824,0.3330000042915344
1713535937.2679,79872,0.5640000104904175
1713535938.507199,81920,0.296999990940094
1713535939.728158,83968,0.2939999997615814
1713535940.9449432,86016,0.08900000154972076
1713535942.3067122,88064,0.3070000112056732
1713535943.698596,90112,0.3149999976158142
1713535944.860893,92160,0.34599998593330383
1713535946.2110112,94208,0.37599998712539673
1713535947.455313,96256,0.08900000154972076
1713535948.6716642,98304,0.4449999928474426
1713535949.901588,100352,0.08699999749660492
1713535951.0851321,102400,0.15199999511241913
1713535952.370937,104448,0.3199999928474426
1713535953.596843,106496,0.37599998712539673
1713535954.6566741,108544,0.2150000035762787
1713535955.841059,110592,0.4569999873638153
1713535957.072813,112640,0.4320000112056732
1713535958.067709,114688,0.09700000286102295
1713535959.179023,116736,0.41999998688697815
1713535960.319409,118784,0.6320000290870667
1713535961.977468,120832,0.3160000145435333
1713535963.055635,122880,0.3269999921321869
1713535964.1492748,124928,0.20200000703334808
1713535965.233578,126976,0.3160000145435333
1713535966.308864,129024,0.3019999861717224
1713535967.3064609,131072,0.2720000147819519
1713535968.381417,133120,0.13300000131130219
1713535969.4476428,135168,0.12700000405311584
1713535970.5251598,137216,0.3409999907016754
1713535971.5977,139264,0.41100001335144043
1713535972.922036,141312,0.3529999852180481
1713535974.028338,143360,0.11299999803304672
1713535975.198163,145408,0.24400000274181366
1713535976.2756338,147456,0.20499999821186066
1713535977.292452,149504,0.6019999980926514
1713535978.360704,151552,0.003000000026077032
1713535979.5245178,153600,0.3490000069141388
1713535980.7090309,155648,0.34599998593330383
1713535982.04861,157696,0.2619999945163727
1713535983.4398248,159744,0.10300000011920929
1713535984.667518,161792,0.30300000309944153
1713535985.9472342,163840,0.382999986410141
1713535987.1190789,165888,0.11999999731779099
1713535988.157005,167936,0.2619999945163727
1713535989.2526898,169984,0.3569999933242798
1713535990.448548,172032,0.3310000002384186
1713535991.546886,174080,0.12099999934434891
1713535992.819288,176128,0.07000000029802322
1713535993.94451,178176,0.42399999499320984
1713535995.042957,180224,0.03200000151991844
1713535996.164462,182272,0.4000000059604645
1713535997.251282,184320,0.5270000100135803
1713535998.331558,186368,0.19599999487400055
1713535999.426644,188416,0.47699999809265137
1713536000.443941,190464,0.4650000035762787
1713536001.565207,192512,0.2329999953508377
1713536002.679119,194560,0.4320000112056732
1713536003.8148081,196608,0.3240000009536743
1713536004.871692,198656,0.39100000262260437
1713536006.013702,200704,0.40799999237060547
1713536007.323689,202752,0.4690000116825104
1713536008.502122,204800,0.25699999928474426
1713536009.5933309,206848,0.2879999876022339
1713536010.698056,208896,0.5009999871253967
1713536011.835362,210944,0.2770000100135803
1713536012.903806,212992,0.20900000631809235
1713536014.039364,215040,0.49300000071525574
1713536015.1254761,217088,0.5270000100135803
1713536016.129209,219136,0.4230000078678131
1713536017.211278,221184,0.4490000009536743
1713536018.232053,223232,0.5370000004768372
1713536019.33233,225280,0.3050000071525574
1713536020.41557,227328,0.43299999833106995
1713536021.39618,229376,0.49799999594688416
1713536022.492024,231424,0.30000001192092896
1713536023.562824,233472,0.5950000286102295
1713536024.6329951,235520,0.09099999815225601
1713536025.636707,237568,0.20499999821186066
1713536026.750011,239616,0.2680000066757202
1713536027.8416681,241664,0.3540000021457672
1713536028.904589,243712,0.47099998593330383
1713536029.9325771,245760,0.5339999794960022
1713536031.080318,247808,0.46799999475479126
1713536032.400855,249856,0.42899999022483826
1713536033.514949,251904,0.36500000953674316
1713536034.579212,253952,0.34700000286102295
1713536035.589458,256000,0.4180000126361847
1713536036.678974,258048,0.35100001096725464
1713536037.759131,260096,0.36399999260902405
1713536038.831978,262144,0.11599999666213989
1713536039.81895,264192,0.32899999618530273
1713536040.8983529,266240,0.13099999725818634
1713536041.993654,268288,0.4230000078678131
1713536042.994137,270336,0.49000000953674316
1713536044.089586,272384,0.2750000059604645
1713536045.158658,274432,0.1599999964237213
1713536046.239261,276480,0.30399999022483826
1713536047.312595,278528,0.36399999260902405
1713536048.296674,280576,0.4059999883174896
1713536049.4130151,282624,0.14300000667572021
